example_id,mode,passed,hallucination_flag,judge_score,latency_ms,prompt_tokens,cost_usd
contradiction_resolution_easy_0027,memory_enabled,True,False,,1148.37,339,4.6e-05
procedure_reuse_medium_0028,short_context,False,False,,1048.31,1756,0.000198
procedure_reuse_medium_0028,full_context,False,False,0.1,1943.72,163860,0.016423
procedure_reuse_medium_0028,memory_enabled,False,False,,1015.88,354,6.4e-05
mixed_long_context_hard_0029,short_context,False,False,0.2,1356.86,1719,0.000196
mixed_long_context_hard_0029,full_context,False,False,,2249.06,156023,0.015669
mixed_long_context_hard_0029,memory_enabled,False,False,,1220.67,349,0.000106
profile_recall_easy_0030,short_context,False,False,0.1,883.9,1717,0.000189
profile_recall_easy_0030,full_context,False,False,0.1,2467.71,158101,0.01586
profile_recall_easy_0030,memory_enabled,False,False,0.6,1016.11,347,5.8e-05
troubleshooting_continuity_medium_0031,short_context,False,False,0.33,1269.76,1720,0.000208
troubleshooting_continuity_medium_0031,full_context,True,False,,2352.78,159144,0.015952
troubleshooting_continuity_medium_0031,memory_enabled,True,False,,1226.69,353,8e-05
contradiction_resolution_hard_0032,short_context,False,False,0.1,1069.72,1716,0.000194
contradiction_resolution_hard_0032,full_context,False,False,0,1985.26,162140,0.016262
contradiction_resolution_hard_0032,memory_enabled,True,False,1.0,1016.61,353,4.7e-05
procedure_reuse_easy_0033,short_context,False,False,,838.28,1756,0.000198
procedure_reuse_easy_0033,full_context,False,False,,2047.51,159700,0.016015
procedure_reuse_easy_0033,memory_enabled,False,False,,1118.6,347,5.3e-05
mixed_long_context_medium_0034,short_context,False,True,,842.95,1759,0.000211
mixed_long_context_medium_0034,full_context,False,False,,2157.66,159703,0.016018
mixed_long_context_medium_0034,memory_enabled,False,False,,998.99,351,7.4e-05
profile_recall_hard_0035,short_context,False,False,0.1,948.15,1677,0.000183
profile_recall_hard_0035,full_context,False,False,,2539.28,160661,0.016095
profile_recall_hard_0035,memory_enabled,True,False,,2001.35,349,6.8e-05
troubleshooting_continuity_easy_0036,short_context,False,False,,1173.85,1680,0.0002
troubleshooting_continuity_easy_0036,full_context,True,False,,3004.69,160664,0.016132
troubleshooting_continuity_easy_0036,memory_enabled,True,False,,1835.39,352,0.000106
contradiction_resolution_medium_0037,short_context,False,False,0.0,639.8,1676,0.000189
contradiction_resolution_medium_0037,full_context,False,False,,2482.4,157540,0.015781
contradiction_resolution_medium_0037,memory_enabled,True,False,,764.37,342,4.6e-05
procedure_reuse_hard_0038,short_context,False,False,0.1,1176.43,1756,0.000208
procedure_reuse_hard_0038,full_context,False,False,0.0,2533.19,159700,0.016035
procedure_reuse_hard_0038,memory_enabled,False,False,,1845.99,349,6.9e-05
mixed_long_context_easy_0039,short_context,False,False,,1257.18,1679,0.000199
mixed_long_context_easy_0039,full_context,False,True,,2421.0,158583,0.015928
mixed_long_context_easy_0039,memory_enabled,False,True,,1408.67,351,9.4e-05
profile_recall_medium_0040,short_context,False,True,,901.92,1717,0.000189
profile_recall_medium_0040,full_context,False,True,,2147.25,162261,0.016244
profile_recall_medium_0040,memory_enabled,False,False,0.6,607.47,352,6.8e-05
troubleshooting_continuity_hard_0041,short_context,False,False,,841.93,1720,0.000203
troubleshooting_continuity_hard_0041,full_context,True,False,1.0,2254.4,158104,0.015877
troubleshooting_continuity_hard_0041,memory_enabled,True,False,,1134.93,351,7.5e-05
contradiction_resolution_easy_0042,short_context,False,False,0,1037.93,1676,0.000185
contradiction_resolution_easy_0042,full_context,False,False,0,2106.97,159620,0.015986
contradiction_resolution_easy_0042,memory_enabled,True,False,,1036.91,345,4.6e-05
procedure_reuse_medium_0043,short_context,False,False,,1047.08,1676,0.000194
procedure_reuse_medium_0043,full_context,False,False,,2383.31,166823,0.01672
procedure_reuse_medium_0043,memory_enabled,True,False,1.0,1218.02,343,6.9e-05
mixed_long_context_hard_0044,short_context,False,False,0.25,1622.99,1719,0.000204
mixed_long_context_hard_0044,full_context,False,False,,2935.59,163183,0.016376
mixed_long_context_hard_0044,memory_enabled,False,False,,913.77,357,8.9e-05
profile_recall_easy_0045,short_context,False,False,,812.65,1717,0.000186
profile_recall_easy_0045,full_context,False,True,,2182.5,157061,0.015774
profile_recall_easy_0045,memory_enabled,True,False,1.0,1229.14,345,5.5e-05
troubleshooting_continuity_medium_0046,short_context,False,False,0.35,876.53,1680,0.000203
troubleshooting_continuity_medium_0046,full_context,True,False,,2743.22,155464,0.015608
troubleshooting_continuity_medium_0046,memory_enabled,True,False,1.0,1118.97,345,6.8e-05
contradiction_resolution_hard_0047,short_context,False,False,,973.94,1716,0.000192
contradiction_resolution_hard_0047,full_context,False,False,,2365.0,156020,0.015635
contradiction_resolution_hard_0047,memory_enabled,True,False,,914.34,343,4.6e-05
procedure_reuse_easy_0048,short_context,False,False,0.0,922.12,1716,0.000198
procedure_reuse_easy_0048,full_context,False,False,0.1,2050.62,156020,0.015636
procedure_reuse_easy_0048,memory_enabled,False,False,,1014.58,343,5.3e-05
mixed_long_context_medium_0049,short_context,False,True,0.3,1044.11,1759,0.000211
mixed_long_context_medium_0049,full_context,False,True,,2352.69,162823,0.016364
mixed_long_context_medium_0049,memory_enabled,False,False,0.6,1017.76,356,7.8e-05
profile_recall_hard_0050,short_context,False,False,,947.57,1757,0.000191
profile_recall_hard_0050,full_context,False,False,,2349.48,162821,0.016341
profile_recall_hard_0050,memory_enabled,True,False,1.0,929.92,355,6.4e-05
troubleshooting_continuity_easy_0051,short_context,False,False,,636.95,1720,0.000203
troubleshooting_continuity_easy_0051,full_context,True,False,,2354.41,159144,0.015981
troubleshooting_continuity_easy_0051,memory_enabled,False,False,0.4,1222.36,351,8.7e-05
contradiction_resolution_medium_0052,short_context,False,False,0,1060.49,1676,0.000191
contradiction_resolution_medium_0052,full_context,False,True,,2617.91,160660,0.01613
contradiction_resolution_medium_0052,memory_enabled,True,False,1.0,752.02,349,4.8e-05
procedure_reuse_hard_0053,short_context,False,False,,639.31,1716,0.000203
procedure_reuse_hard_0053,full_context,False,False,0.0,2058.78,158100,0.015859
procedure_reuse_hard_0053,memory_enabled,False,False,,912.39,345,5.3e-05
mixed_long_context_easy_0054,short_context,False,False,,949.44,1679,0.000189
mixed_long_context_easy_0054,full_context,False,False,,2452.43,169591,0.017021
mixed_long_context_easy_0054,memory_enabled,False,False,,1185.03,345,0.000101
profile_recall_medium_0055,short_context,False,True,,882.01,1757,0.000195
profile_recall_medium_0055,full_context,False,True,,2346.27,163861,0.016446
profile_recall_medium_0055,memory_enabled,False,False,,696.09,354,5.8e-05
troubleshooting_continuity_hard_0056,short_context,False,False,,823.14,1680,0.00019
troubleshooting_continuity_hard_0056,full_context,True,False,,2031.02,155464,0.015602
troubleshooting_continuity_hard_0056,memory_enabled,True,False,1.0,1011.16,345,7.5e-05
contradiction_resolution_easy_0057,short_context,False,False,,1052.32,1716,0.000192
contradiction_resolution_easy_0057,full_context,False,True,,2043.46,160180,0.016064
contradiction_resolution_easy_0057,memory_enabled,True,False,,450.37,349,4.7e-05
procedure_reuse_medium_0058,short_context,False,False,,818.39,1716,0.00019
procedure_reuse_medium_0058,full_context,False,False,,2352.23,158100,0.015882
procedure_reuse_medium_0058,memory_enabled,False,False,0.1,761.8,347,5.4e-05
mixed_long_context_hard_0059,short_context,False,False,,1209.18,1759,0.000212
mixed_long_context_hard_0059,full_context,False,False,0.5,2482.25,160743,0.016118
mixed_long_context_hard_0059,memory_enabled,False,False,0.7,1323.53,354,9.1e-05
profile_recall_easy_0060,short_context,False,False,0.0,861.98,1717,0.000187
profile_recall_easy_0060,full_context,False,False,,2244.42,159021,0.015957
profile_recall_easy_0060,memory_enabled,True,False,,1008.2,349,6.4e-05
troubleshooting_continuity_medium_0061,short_context,False,False,,804.46,1760,0.000206
troubleshooting_continuity_medium_0061,full_context,True,False,,2575.23,160744,0.016142
troubleshooting_continuity_medium_0061,memory_enabled,True,False,,905.09,355,7.2e-05
contradiction_resolution_hard_0062,short_context,False,False,0.1,846.27,1716,0.000199
contradiction_resolution_hard_0062,full_context,False,False,,1980.59,161220,0.016162
contradiction_resolution_hard_0062,memory_enabled,True,False,1.0,1013.84,349,4.7e-05
procedure_reuse_easy_0063,short_context,False,False,0.0,964.11,1676,0.000192
procedure_reuse_easy_0063,full_context,False,False,,2797.46,159620,0.016042
procedure_reuse_easy_0063,memory_enabled,True,False,,1041.38,347,7e-05
mixed_long_context_medium_0064,short_context,False,False,,794.65,1679,0.000188
mixed_long_context_medium_0064,full_context,False,True,0.3,2842.24,159623,0.01603
mixed_long_context_medium_0064,memory_enabled,False,True,,982.08,350,8e-05
profile_recall_hard_0065,short_context,False,False,,943.98,1717,0.000186
profile_recall_hard_0065,full_context,False,False,,2455.05,160181,0.016049
profile_recall_hard_0065,memory_enabled,True,False,,1094.05,348,5.9e-05
troubleshooting_continuity_easy_0066,short_context,False,False,,1070.14,1680,0.000202
troubleshooting_continuity_easy_0066,full_context,True,False,1.0,2152.19,156504,0.015725
troubleshooting_continuity_easy_0066,memory_enabled,True,False,1.0,1060.32,347,6.8e-05
contradiction_resolution_medium_0067,short_context,False,False,,1153.21,1756,0.000198
contradiction_resolution_medium_0067,full_context,False,True,,2127.93,160740,0.016136
contradiction_resolution_medium_0067,memory_enabled,True,False,,682.54,351,4.7e-05
procedure_reuse_hard_0068,short_context,False,False,0.0,825.19,1756,0.000202
procedure_reuse_hard_0068,full_context,False,False,,2163.0,157620,0.015833
procedure_reuse_hard_0068,memory_enabled,True,False,,788.67,345,6.5e-05
mixed_long_context_easy_0069,short_context,False,False,0.2,1071.18,1719,0.0002
mixed_long_context_easy_0069,full_context,False,True,,2551.58,159143,0.015986
mixed_long_context_easy_0069,memory_enabled,False,False,,1102.01,349,8e-05
profile_recall_medium_0070,short_context,False,False,,778.76,1757,0.000193
profile_recall_medium_0070,full_context,False,False,0.1,2823.39,162821,0.016362
profile_recall_medium_0070,memory_enabled,False,False,,836.21,353,5.4e-05
troubleshooting_continuity_hard_0071,short_context,False,False,,763.21,1720,0.000189
troubleshooting_continuity_hard_0071,full_context,True,False,,2949.42,158104,0.015847
troubleshooting_continuity_hard_0071,memory_enabled,True,False,,996.74,351,8e-05
contradiction_resolution_easy_0072,short_context,False,False,,857.07,1716,0.000196
contradiction_resolution_easy_0072,full_context,False,True,,1957.04,159140,0.015967
contradiction_resolution_easy_0072,memory_enabled,True,False,,1184.01,347,4.7e-05
procedure_reuse_medium_0073,short_context,False,False,0,883.74,1716,0.000199
procedure_reuse_medium_0073,full_context,False,False,,2178.94,159140,0.015977
procedure_reuse_medium_0073,memory_enabled,False,False,0.2,914.54,346,5.3e-05
mixed_long_context_hard_0074,short_context,False,False,,1008.91,1719,0.000191
mixed_long_context_hard_0074,full_context,False,False,0.4,3319.08,159143,0.015982
mixed_long_context_hard_0074,memory_enabled,False,False,,861.14,352,8.8e-05
profile_recall_easy_0075,short_context,False,False,,843.08,1757,0.000191
profile_recall_easy_0075,full_context,False,True,,2151.09,160741,0.016134
profile_recall_easy_0075,memory_enabled,False,False,0.6,978.25,349,5.7e-05
troubleshooting_continuity_medium_0076,short_context,False,False,0.3,1145.45,1680,0.000198
troubleshooting_continuity_medium_0076,full_context,True,False,,2754.77,156504,0.015715
troubleshooting_continuity_medium_0076,memory_enabled,True,False,,1219.87,350,7.2e-05
contradiction_resolution_hard_0077,short_context,False,False,0.1,943.61,1716,0.000199
contradiction_resolution_hard_0077,full_context,False,False,0,2461.25,162260,0.016291
contradiction_resolution_hard_0077,memory_enabled,True,False,,709.08,352,4.7e-05
procedure_reuse_easy_0078,short_context,False,False,,947.65,1756,0.000203
procedure_reuse_easy_0078,full_context,False,False,,2120.95,162820,0.016346
procedure_reuse_easy_0078,memory_enabled,False,False,,525.97,353,5.5e-05
mixed_long_context_medium_0079,short_context,False,False,0.2,907.78,1719,0.000206
mixed_long_context_medium_0079,full_context,False,False,,2248.56,162263,0.016281
mixed_long_context_medium_0079,memory_enabled,False,False,,1422.92,358,9.1e-05
profile_recall_hard_0080,short_context,False,False,0.1,747.63,1757,0.000191
profile_recall_hard_0080,full_context,False,False,,2155.62,162821,0.016316
profile_recall_hard_0080,memory_enabled,False,False,,1015.47,355,6.1e-05
troubleshooting_continuity_easy_0081,short_context,False,False,,1047.23,1680,0.0002
troubleshooting_continuity_easy_0081,full_context,True,False,1.0,2346.62,166232,0.016671
troubleshooting_continuity_easy_0081,memory_enabled,True,False,,1118.43,343,9.5e-05
contradiction_resolution_medium_0082,short_context,False,False,,840.27,1716,0.00019
contradiction_resolution_medium_0082,full_context,False,True,,2552.6,156020,0.015658
contradiction_resolution_medium_0082,memory_enabled,True,False,1.0,841.5,342,4.6e-05
procedure_reuse_hard_0083,short_context,False,False,,948.39,1756,0.00022
procedure_reuse_hard_0083,full_context,False,False,,2457.46,160740,0.01615
procedure_reuse_hard_0083,memory_enabled,False,False,,1629.74,348,7.3e-05
mixed_long_context_easy_0084,short_context,False,False,,945.48,1719,0.000201
mixed_long_context_easy_0084,full_context,False,False,,2352.53,158103,0.015867
mixed_long_context_easy_0084,memory_enabled,False,False,,1117.22,349,8.1e-05
profile_recall_medium_0085,short_context,False,False,,845.52,1757,0.000191
profile_recall_medium_0085,full_context,False,False,0.1,2146.91,161781,0.016233
profile_recall_medium_0085,memory_enabled,True,False,1.0,1120.34,354,7.4e-05
troubleshooting_continuity_hard_0086,short_context,False,False,,1050.92,1720,0.000192
troubleshooting_continuity_hard_0086,full_context,True,False,1.0,1925.38,160184,0.016065
troubleshooting_continuity_hard_0086,memory_enabled,False,False,0.33,1219.88,355,7.1e-05
contradiction_resolution_easy_0087,short_context,False,False,0.1,1097.14,1716,0.0002
contradiction_resolution_easy_0087,full_context,False,False,0.1,2457.01,157060,0.015761
contradiction_resolution_easy_0087,memory_enabled,True,False,,891.15,345,4.6e-05
procedure_reuse_medium_0088,short_context,False,False,,737.51,1676,0.000196
procedure_reuse_medium_0088,full_context,False,False,0,2069.0,167228,0.016759
procedure_reuse_medium_0088,memory_enabled,False,False,0.3,1015.7,344,6.2e-05
mixed_long_context_hard_0089,short_context,False,False,0.2,1150.44,1679,0.000198
mixed_long_context_hard_0089,full_context,False,False,,2864.85,156503,0.015709
mixed_long_context_hard_0089,memory_enabled,False,False,0.7,1013.32,346,8.1e-05
profile_recall_easy_0090,short_context,False,False,,1156.49,1677,0.000183
profile_recall_easy_0090,full_context,False,True,0.0,2458.26,166229,0.016688
profile_recall_easy_0090,memory_enabled,True,False,,1262.1,339,6.1e-05
troubleshooting_continuity_medium_0091,short_context,False,False,,1546.64,1760,0.000204
troubleshooting_continuity_medium_0091,full_context,True,False,,2168.08,161784,0.016237
troubleshooting_continuity_medium_0091,memory_enabled,True,False,,1273.94,357,7.4e-05
contradiction_resolution_hard_0092,short_context,False,False,0.0,1055.51,1716,0.0002
contradiction_resolution_hard_0092,full_context,False,False,,2544.7,158100,0.015879
contradiction_resolution_hard_0092,memory_enabled,True,False,,808.16,344,4.6e-05
procedure_reuse_easy_0093,short_context,False,False,,1049.28,1756,0.000208
procedure_reuse_easy_0093,full_context,False,False,0.3,2762.65,160740,0.016152
procedure_reuse_easy_0093,memory_enabled,True,False,0.9,1216.11,351,7.8e-05
mixed_long_context_medium_0094,short_context,False,False,,964.23,1719,0.000199
mixed_long_context_medium_0094,full_context,False,False,0.4,2055.42,158103,0.015866
mixed_long_context_medium_0094,memory_enabled,False,False,,718.41,348,8.5e-05
profile_recall_hard_0095,short_context,False,False,,843.49,1717,0.000189
profile_recall_hard_0095,full_context,False,False,,3382.58,160061,0.016039
profile_recall_hard_0095,memory_enabled,False,False,,852.0,351,6.8e-05
troubleshooting_continuity_easy_0096,short_context,False,False,0.2,1007.93,1760,0.000209
troubleshooting_continuity_easy_0096,full_context,True,False,1,2768.47,159704,0.01603
troubleshooting_continuity_easy_0096,memory_enabled,True,False,,1159.34,356,7.2e-05
contradiction_resolution_medium_0097,short_context,False,False,,850.11,1716,0.000185
contradiction_resolution_medium_0097,full_context,True,False,,2258.45,160180,0.016062
contradiction_resolution_medium_0097,memory_enabled,True,False,,707.26,347,4.7e-05
procedure_reuse_hard_0098,short_context,False,False,,1046.76,1716,0.000184
procedure_reuse_hard_0098,full_context,False,False,,2147.18,159140,0.015978
procedure_reuse_hard_0098,memory_enabled,True,False,,911.73,349,7e-05
mixed_long_context_easy_0099,short_context,False,False,,642.57,1719,0.000199
mixed_long_context_easy_0099,full_context,False,False,,2864.34,159143,0.015975
mixed_long_context_easy_0099,memory_enabled,False,False,0.7,1114.1,349,8.4e-05
profile_recall_medium_0100,short_context,False,False,,870.34,1677,0.000183
profile_recall_medium_0100,full_context,False,False,0.1,2471.91,169469,0.016997
profile_recall_medium_0100,memory_enabled,False,False,,880.74,343,6.2e-05
troubleshooting_continuity_hard_0101,short_context,False,False,,1044.27,1680,0.000196
troubleshooting_continuity_hard_0101,full_context,True,False,1.0,3934.22,164587,0.016535
troubleshooting_continuity_hard_0101,memory_enabled,True,False,1.0,907.53,343,0.000102
contradiction_resolution_easy_0102,short_context,True,False,,960.31,1716,0.00019
contradiction_resolution_easy_0102,full_context,True,False,0,2194.39,159140,0.015976
contradiction_resolution_easy_0102,memory_enabled,True,False,1.0,1222.23,349,4.7e-05
procedure_reuse_medium_0103,short_context,False,False,,846.62,1676,0.000187
procedure_reuse_medium_0103,full_context,False,False,,2275.01,160660,0.016143
procedure_reuse_medium_0103,memory_enabled,True,False,,964.09,348,7e-05
mixed_long_context_hard_0104,short_context,False,False,,1048.9,1719,0.000204
mixed_long_context_hard_0104,full_context,False,False,,2142.37,158103,0.015872
mixed_long_context_hard_0104,memory_enabled,False,False,,1020.7,350,7.8e-05
profile_recall_easy_0105,short_context,False,False,0,846.45,1717,0.000187
profile_recall_easy_0105,full_context,False,False,,4298.71,161221,0.016188
profile_recall_easy_0105,memory_enabled,True,False,1.0,963.02,352,6e-05
troubleshooting_continuity_medium_0106,short_context,False,False,,1114.76,1720,0.0002
troubleshooting_continuity_medium_0106,full_context,True,False,,2666.76,161224,0.016176
troubleshooting_continuity_medium_0106,memory_enabled,True,False,,1238.71,357,7.9e-05
contradiction_resolution_hard_0107,short_context,False,False,0.0,943.2,1756,0.000201
contradiction_resolution_hard_0107,full_context,False,False,,3016.81,160740,0.016118
contradiction_resolution_hard_0107,memory_enabled,True,False,,1108.42,351,4.7e-05
procedure_reuse_easy_0108,short_context,False,False,,1045.45,1756,0.000219
procedure_reuse_easy_0108,full_context,False,False,,2251.62,161780,0.016216
procedure_reuse_easy_0108,memory_enabled,False,False,,705.44,353,5.5e-05
mixed_long_context_medium_0109,short_context,False,False,0.2,1050.16,1719,0.000205
mixed_long_context_medium_0109,full_context,False,False,,3328.58,156023,0.015687
mixed_long_context_medium_0109,memory_enabled,True,False,,1116.9,349,9.4e-05
profile_recall_hard_0110,short_context,False,False,,945.23,1717,0.000187
profile_recall_hard_0110,full_context,False,False,,2050.01,157981,0.015857
profile_recall_hard_0110,memory_enabled,True,False,,885.85,347,6.9e-05
troubleshooting_continuity_easy_0111,short_context,False,False,,1076.92,1760,0.000216
troubleshooting_continuity_easy_0111,full_context,True,False,1.0,2658.21,160744,0.016156
troubleshooting_continuity_easy_0111,memory_enabled,False,False,0.33,1120.76,355,7.4e-05
contradiction_resolution_medium_0112,short_context,False,False,,1155.39,1716,0.000193
contradiction_resolution_medium_0112,full_context,True,False,0,2151.32,156020,0.015631
contradiction_resolution_medium_0112,memory_enabled,True,False,,788.43,343,4.6e-05
procedure_reuse_hard_0113,short_context,False,False,0.0,969.96,1716,0.000195
procedure_reuse_hard_0113,full_context,False,False,,2753.0,160180,0.016056
procedure_reuse_hard_0113,memory_enabled,False,False,,1049.6,348,5.4e-05
mixed_long_context_easy_0114,short_context,False,False,0.1,1149.92,1759,0.00021
mixed_long_context_easy_0114,full_context,False,False,,2547.14,160743,0.01615
mixed_long_context_easy_0114,memory_enabled,False,False,0.3,1117.99,352,7.1e-05
profile_recall_medium_0115,short_context,False,False,,946.12,1717,0.000185
profile_recall_medium_0115,full_context,False,True,,2459.74,158101,0.015877
profile_recall_medium_0115,memory_enabled,True,False,,1259.2,348,5.8e-05
troubleshooting_continuity_hard_0116,short_context,False,False,0.1,1658.83,1680,0.0002
troubleshooting_continuity_hard_0116,full_context,True,False,1.0,2348.86,160664,0.016132
troubleshooting_continuity_hard_0116,memory_enabled,True,False,1.0,1275.31,355,9.1e-05
contradiction_resolution_easy_0117,short_context,False,False,,1968.42,1756,0.0002
contradiction_resolution_easy_0117,full_context,False,True,,2462.56,157620,0.01583
contradiction_resolution_easy_0117,memory_enabled,True,False,,809.8,345,4.6e-05
procedure_reuse_medium_0118,short_context,False,False,,1002.47,1756,0.000203
procedure_reuse_medium_0118,full_context,False,False,0.3,2200.22,163860,0.016436
procedure_reuse_medium_0118,memory_enabled,False,False,0.1,1267.23,354,7.7e-05
mixed_long_context_hard_0119,short_context,False,False,,1253.61,1719,0.000196
mixed_long_context_hard_0119,full_context,False,False,0.4,2654.01,158103,0.015877
mixed_long_context_hard_0119,memory_enabled,False,False,,1220.97,350,8.4e-05
profile_recall_easy_0120,short_context,False,False,,843.76,1717,0.000187
profile_recall_easy_0120,full_context,False,False,,1998.6,159141,0.015976
profile_recall_easy_0120,memory_enabled,True,False,1.0,937.41,349,5.8e-05
